리뷰ID,리뷰,평점,평점등록일자,답변,답변등록일자
3f14ea63-2cf1-4fd4-9a55-4bb032f85af2,도대체 롯데카드앱도 없는데 왜 로딩중일까요? 잘 쓰다가 반복적으로 삭제후 재 설치 그래도 뺑뺑이만.. 언제나 제대로 작동할까요?,1,5/22/2023 6:57,,
5f3f568b-5c50-4af6-9fc6-a94b22dfb732,포인트 잘 들어옴,4,5/17/2023 4:25,,
60215335-7659-41a6-b35a-094a428156db,카카오페이지 포인트 받으려고 했는데 삼성생명 에서 인증 왔다고 pass에 뜨더라고요. 이거 돈 나가는 거였나요?,5,5/15/2023 16:30,,
8930baf4-56db-44ab-83e0-bc902099c8bc,포인트가안나오네요,1,5/13/2023 5:25,,
4bb3d360-a891-4ec9-89a4-5d2fd7d23258,본인확인 인증 시 인증문자가 안와요,1,5/10/2023 7:47,,
e8783776-3079-4576-9f9b-17d685af651d,개굿,5,5/8/2023 1:46,,
fb01857c-8b82-4ad6-b438-653a5779713b,참나 배민때문에 가입했더만 챌린지도 없고 대답도 없고 준비도 안된 상태에서 뭔 광고를ㅡㅡ탈퇴하고 지웁니다,1,4/28/2023 0:51,,
043e9741-82c6-44cc-809f-abbaf0c1a005,"좋은데, 식단 체크의 정밀도, 정확성이 필요함. 삼성워치와 상호 연결하여 참고할수 있다면 훨씬 유용할 것임",4,4/26/2023 22:46,,
29151feb-2194-4a39-acd6-bb33a9e50e35,맛있어요,4,4/25/2023 12:41,,
ab1681e2-78ef-4521-ac46-364193c6d3dd,인증문자 안옵니다. 앱 재설치해도 마찬가지..,1,4/19/2023 9:21,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
인증문자가 오지 않는 경우들 중 대부분 인증문자 번호가 차단된 경우가 많습니다.
수신차단 혹은 스팸처리된 연락처 중 1588-3114 가 있을 경우 수신차단 혹은 스팸처리를 해제하신 후
재시도해주시길 바랍니다.

감사합니다.",4/25/2023 7:53
d7a38d69-93d3-4a3c-b2f6-f0af87986d2c,"삼성헬스와 연동을 하기 위해, 모든 권한을 클릭해야하는데 반응이 없어요",1,4/10/2023 5:41,"안녕하세요. 더헬스 입니다.

해당 오류 화면을 캡쳐 혹은 녹화하시어 healthcare.sli@partner.samsung.com 으로 메일 주시면
확인하여 신속히 응답 드리겠습니다.

감사합니다.",4/25/2023 7:55
a764d2ae-cafe-4b05-8a79-38fc09024685,해당 앱을 사용하려면 왜 정확한 위치 (ACCESS_FINE_LOCATION) 권한 허용해야됩니까??? 필수로 설정해놓고 아무런 사전 설명 없이 해당 권한 요청하면 안되는거 아닙니까? 제 위치와 무슨 상관이죠? 앱을 설치하자마자 바로 삭제해버렸음.,1,4/9/2023 4:33,"안녕하세요. 더헬스 입니다.

생활건강 서비스 중 병원, 약국을 검색하는 기능을 활용하기 위해선 해당 권한이 필요합니다.
말씀주신대로 향후 권한 요청시 그 사유에 대한 명확한 설명을 추가하도록 하겠습니다.

감사합니다.",4/25/2023 7:56
25d94225-feb5-4231-a8f4-25edef0a0e0b,어차피 삼성헬스랑 연동하는거 걷기말고도 자전거 타고 이동할 때도 트래핑 되게 해주세요. 자전거로 주4일 이상을 10km 이동하는데 인정을 안 해주네요... 인정해주면 그럼 바로 5점인데...,3,4/4/2023 2:44,"안녕하세요. 더헬스 입니다.

더헬스를 이용해 주셔서 감사합니다.
고객님과 같이 건강관리를 위해 열심히 운동을 하시는 분들의
모든 건강관리 니즈를 충족시키고자 노력하고 있으나 현재 더헬스가 제공중인 서비스 중
고객님이 말씀주신 내용을 도와드릴 서비스는 부재한 상황입니다.

자전거 타기 등 건강관리를 열심히 하시는 고객님의 니즈를 잘 반영하여
향후 더헬스가 다양한 운동 기록을 관리 할 수 있도록 고객님의 의견을 잘 반영하도록 하겠습니다.

감사합니다.",4/25/2023 7:58
7fb0840a-f533-439f-a591-86510622f2f7,잘 사용하고 있습니다 :),5,4/2/2023 23:59,,
efb04b68-caa5-4d0e-a2a9-1dcb149b1d96,🥕,5,4/2/2023 23:18,,
dad624ba-f6d8-45a5-9b41-9440caf2bf7a,좋은 정보가 많아요! 강추강추,5,4/2/2023 23:17,,
73074551-5a12-4840-bfc5-8fe8c66a3f12,굳,5,4/2/2023 23:16,,
ee8b5a8a-091f-475e-b391-fc9b10812c4a,모션인식이잘.안되요,1,3/11/2023 11:41,안녕하세요. 더헬스 입니다. 더헬스 모션운동 서비스 이용에 불편을 드려 죄송합니다. 더불어 해당 불편 사항을 저희 더헬스에 공유해 주셔서 감사드립니다. 관련 부서에 내용 공유하여 서비스 개선이 이루어 질 수 있도록 노력하겠습니다. 앞으로도 고객님의 의견을 적극 수용하여 고객님의 건강관리를 위해 더 나은 서비스를 제공하겠습니다. 감사합니다.,3/21/2023 1:51
6e07800f-9984-4d60-873c-123a933e4081,모션인식을못해요,1,2/25/2023 4:45,"안녕하세요. 더헬스 입니다.
더헬스 모션운동 서비스 이용에 불편을 드려 죄송합니다.
더불어 해당 불편 사항을 저희 더헬스에 공유해 주셔서 감사드립니다.
관련 부서에 내용 공유하여 서비스 개선이 이루어 질 수 있도록 노력하겠습니다.
앞으로도 고객님의 의견을 적극 수용하여 고객님의 건강관리를 위해 더 나은 서비스를 제공하겠습니다.
감사합니다.",2/27/2023 0:33
f2bdb649-b677-472c-a8ca-d8aeda8f2ea1,앱실행이 갑자기 안됩니다 메일보내도 읽지도 않고 연락주세요,1,2/23/2023 3:53,"안녕하세요. 더헬스 입니다.
관련 오류와 관련하여 2월 23일 13:21 경 메일 회신을 드렸습니다.
메일 확인 후 조치 부탁 드리며 동일 오류가 반복될 시 같은 메일로 알려주시면
적극 응대 드리겠습니다.

감사합니다.",2/27/2023 0:34
acfd91ab-8b2c-4890-96b6-8e9242ed6227,설치 후 실행 안되었는데 신속한 답변 감사 드립니다. 잘 이용하겠습니다.,5,2/23/2023 3:51,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
현재 발생되신 오류가 웹화면에서 로딩이 반복되는 채로 앱이 실행되지 않은 오류일 경우 아래 내용을 참조 바랍니다.
현재 해당 오류와 유사한 여러 케이스를 확인하였을 때 '디지로카'(롯데카드 어플)의 최근 업데이트와 연관되어 있을 것으로 판단하고 있습니다.(5.2.11 버전으로 업데이트)
따라서 플레이스토어 접속 하시어 '디지로카' 어플을 5.2.11 버전으로 업데이트 하시거나 혹은 '디지로카' 어플을 제거하시면 더헬스를 정상적으로 사용이 가능하십니다.
향후 유사한 오류가 발생하지 않게 더욱 신뢰성 높은 더헬스가 되도록 노력하겠습니다.

감사합니다.",2/23/2023 1:35
9877daa8-ce34-4ed1-9081-a83404107dc5,접속이 안되는데 무슨 문제가있나요? 삭제하고 다시 다운 받아도 소용없습니다. 감사합니다 말씀주신대로 하니 잘됩니다.,5,2/23/2023 2:23,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
현재 발생되신 오류가 웹화면에서 로딩이 반복되는 채로 앱이 실행되지 않은 오류일 경우 아래 내용을 참조 바랍니다.
현재 해당 오류와 유사한 여러 케이스를 확인하였을 때 '디지로카'(롯데카드 어플)의 최근 업데이트와 연관되어 있을 것으로 판단하고 있습니다.(5.2.11 버전으로 업데이트)
따라서 플레이스토어 접속 하시어 '디지로카' 어플을 5.2.11 버전으로 업데이트 하시거나 혹은 '디지로카' 어플을 제거하시면 더헬스를 정상적으로 사용이 가능하십니다.
향후 유사한 오류가 발생하지 않게 더욱 신뢰성 높은 더헬스가 되도록 노력하겠습니다.

감사합니다.",2/23/2023 1:35
63fe477e-ae8e-4ab7-8496-ddd246542c37,설치를 다시하기흘 벌써 몇번째인데 설치후 앱 실행이 안됩니다,1,2/22/2023 3:35,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
현재 발생되신 오류가 웹화면에서 로딩이 반복되는 채로 앱이 실행되지 않은 오류일 경우 아래 내용을 참조 바랍니다.
현재 해당 오류와 유사한 여러 케이스를 확인하였을 때 '디지로카'(롯데카드 어플)의 최근 업데이트와 연관되어 있을 것으로 판단하고 있습니다.(5.2.11 버전으로 업데이트)
따라서 플레이스토어 접속 하시어 '디지로카' 어플을 5.2.11 버전으로 업데이트 하시거나 혹은 '디지로카' 어플을 제거하시면 더헬스를 정상적으로 사용이 가능하십니다.
향후 유사한 오류가 발생하지 않게 더욱 신뢰성 높은 더헬스가 되도록 노력하겠습니다.

감사합니다.",2/23/2023 1:36
ad73c6ff-9cfa-40b1-9ae8-6e3a3fd053cc,모웹으로 넘어가더니 실행안됨 무한로딩중..,1,2/22/2023 1:03,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
현재 해당 오류와 유사한 여러 케이스를 확인하였을 때 '디지로카'(롯데카드 어플)의 최근 업데이트와 연관되어 있을 것으로 판단하고 있습니다.(5.2.11 버전으로 업데이트)
따라서 플레이스토어 접속 하시어 '디지로카' 어플을 5.2.11 버전으로 업데이트 하시거나 혹은 '디지로카' 어플을 제거하시면 더헬스를 정상적으로 사용이 가능하십니다.
향후 유사한 오류가 발생하지 않게 더욱 신뢰성 높은 더헬스가 되도록 노력하겠습니다.

감사합니다.",2/23/2023 1:33
b84a436f-7d4a-4264-b701-ea3d42d1789a,"더 이상 관리 안하고 방치하는건가요?설치하고 앱 접속하면,실행이 안돼내요.몇번을 지웠다,다운받기를 반복하다가 인내심의 한계를 느끼다가 글 남깁니다.",1,2/21/2023 13:57,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
현재 발생되신 오류가 웹화면에서 로딩이 반복되는 채로 앱이 실행되지 않은 오류일 경우 아래 내용을 참조 바랍니다.
현재 해당 오류와 유사한 여러 케이스를 확인하였을 때 '디지로카'(롯데카드 어플)의 최근 업데이트와 연관되어 있을 것으로 판단하고 있습니다.(5.2.11 버전으로 업데이트)
따라서 플레이스토어 접속 하시어 '디지로카' 어플을 5.2.11 버전으로 업데이트 하시거나 혹은 '디지로카' 어플을 제거하시면 더헬스를 정상적으로 사용이 가능하십니다.
향후 유사한 오류가 발생하지 않게 더욱 신뢰성 높은 더헬스가 되도록 노력하겠습니다.

감사합니다.",2/23/2023 1:35
98d00c76-09bf-4e2f-b05b-130a455a4958,실행이 안되는데요? 인터넷 창만 계속 뜨고,1,2/21/2023 13:24,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
현재 해당 오류와 유사한 여러 케이스를 확인하였을 때 '디지로카'(롯데카드 어플)의 최근 업데이트와 연관되어 있을 것으로 판단하고 있습니다.(5.2.11 버전으로 업데이트)
따라서 플레이스토어 접속 하시어 '디지로카' 어플을 5.2.11 버전으로 업데이트 하시거나 혹은 '디지로카' 어플을 제거하시면 더헬스를 정상적으로 사용이 가능하십니다.
향후 유사한 오류가 발생하지 않게 더욱 신뢰성 높은 더헬스가 되도록 노력하겠습니다.

감사합니다.",2/23/2023 1:33
b8526314-ad0c-4beb-85c9-f4cd89a00fce,왜안넘어가나요 브라우저로 넘어가서 계속 로딩만되고 실행이안되요 다른사람폰은잘되는데요,1,2/21/2023 2:35,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
현재 해당 오류와 유사한 여러 케이스를 확인하였을 때 '디지로카'(롯데카드 어플)의 최근 업데이트와 연관되어 있을 것으로 판단하고 있습니다.(5.2.11 버전으로 업데이트)
따라서 플레이스토어 접속 하시어 '디지로카' 어플을 5.2.11 버전으로 업데이트 하시거나 혹은 '디지로카' 어플을 제거하시면 더헬스를 정상적으로 사용이 가능하십니다.
향후 유사한 오류가 발생하지 않게 더욱 신뢰성 높은 더헬스가 되도록 노력하겠습니다.

감사합니다.",2/23/2023 1:33
74818378-05dc-4ba9-b794-b2c9e548a058,아예 열리지가 않아요. 이럴려면 어플이 전혀 필요없네요,1,2/20/2023 13:24,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
현재 발생되신 오류가 웹화면에서 로딩이 반복되는 채로 앱이 실행되지 않은 오류일 경우 아래 내용을 참조 바랍니다.
현재 해당 오류와 유사한 여러 케이스를 확인하였을 때 '디지로카'(롯데카드 어플)의 최근 업데이트와 연관되어 있을 것으로 판단하고 있습니다.(5.2.11 버전으로 업데이트)
따라서 플레이스토어 접속 하시어 '디지로카' 어플을 5.2.11 버전으로 업데이트 하시거나 혹은 '디지로카' 어플을 제거하시면 더헬스를 정상적으로 사용이 가능하십니다.
향후 유사한 오류가 발생하지 않게 더욱 신뢰성 높은 더헬스가 되도록 노력하겠습니다.

감사합니다.",2/23/2023 1:35
af34059b-98d2-476f-a184-305566bff962,루핑만되고 실행이안되요,1,2/20/2023 12:33,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
현재 해당 오류와 유사한 여러 케이스를 확인하였을 때 '디지로카'(롯데카드 어플)의 최근 업데이트와 연관되어 있을 것으로 판단하고 있습니다.(5.2.11 버전으로 업데이트)
따라서 플레이스토어 접속 하시어 '디지로카' 어플을 5.2.11 버전으로 업데이트 하시거나 혹은 '디지로카' 어플을 제거하시면 더헬스를 정상적으로 사용이 가능하십니다.
향후 유사한 오류가 발생하지 않게 더욱 신뢰성 높은 더헬스가 되도록 노력하겠습니다.

감사합니다.",2/23/2023 1:34
a09f5835-92e7-4c79-986d-75390aad2727,앱 실행이 안됩니다 첫화면에서 넘어가지 않음,1,2/20/2023 10:36,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
현재 발생되신 오류가 웹화면에서 로딩이 반복되는 채로 앱이 실행되지 않은 오류일 경우 아래 내용을 참조 바랍니다.
현재 해당 오류와 유사한 여러 케이스를 확인하였을 때 '디지로카'(롯데카드 어플)의 최근 업데이트와 연관되어 있을 것으로 판단하고 있습니다.(5.2.11 버전으로 업데이트)
따라서 플레이스토어 접속 하시어 '디지로카' 어플을 5.2.11 버전으로 업데이트 하시거나 혹은 '디지로카' 어플을 제거하시면 더헬스를 정상적으로 사용이 가능하십니다.
향후 유사한 오류가 발생하지 않게 더욱 신뢰성 높은 더헬스가 되도록 노력하겠습니다.

감사합니다.",2/23/2023 1:35
02feb531-e95e-42eb-a9e1-79bb43511e0b,원래 잘사용하다가 갑자기 어플클릭만 하면 딴브라우저가 열리고 초기로딩에서 움직이지 않습니다. 제거후 다시 설치해도 그렇습니다,2,2/19/2023 5:15,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
현재 해당 오류와 유사한 여러 케이스를 확인하였을 때 '디지로카'(롯데카드 어플)의 최근 업데이트와 연관되어 있을 것으로 판단하고 있습니다.(5.2.11 버전으로 업데이트)
따라서 플레이스토어 접속 하시어 '디지로카' 어플을 5.2.11 버전으로 업데이트 하시거나 혹은 '디지로카' 어플을 제거하시면 더헬스를 정상적으로 사용이 가능하십니다.
향후 유사한 오류가 발생하지 않게 더욱 신뢰성 높은 더헬스가 되도록 노력하겠습니다.

감사합니다.",2/23/2023 1:36
b6a5bb1a-4a62-420a-b4b8-f81f548cce0a,좋긴한데 ai가 너무 아쉬워요~ 동작 똑같이해도 어떨땐 인식 못하고 어떤동작은 카메라각도조절다하고 여러번 자세 다시취해도 아예 넘어가지도않고 ~짜증나네요~,2,2/16/2023 13:39,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
더불어 해당 불편 사항을 저희 더헬스에 공유해 주셔서 감사드립니다.
관련 부서에 내용 공유하여 서비스 개선이 이루어 질 수 있도록 노력하겠습니다.
앞으로도 고객님의 의견을 적극 수용하여 고객님의 건강관리를 위해 더 나은 서비스를 제공하겠습니다.

감사합니다.",2/23/2023 1:39
b7410d6a-7c98-4a5f-bb3d-891462f19f4c,앱클릭시 초기페이지에서 안넘어갑니다 삼성전용 인터넷을 써보고 크롬 네이버 다써봤는데 모바일 앱실행시 초기화면에서 안넘어갑니다 휴대폰은 노트20올트라 입니다,1,2/16/2023 3:04,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
현재 해당 오류와 유사한 여러 케이스를 확인하였을 때 '디지로카'(롯데카드 어플)의 최근 업데이트와 연관되어 있을 것으로 판단하고 있습니다.(5.2.11 버전으로 업데이트)
따라서 플레이스토어 접속 하시어 '디지로카' 어플을 5.2.11 버전으로 업데이트 하시거나 혹은 '디지로카' 어플을 제거하시면 더헬스를 정상적으로 사용이 가능하십니다.
향후 유사한 오류가 발생하지 않게 더욱 신뢰성 높은 더헬스가 되도록 노력하겠습니다.

감사합니다.",2/23/2023 1:36
34ba781e-78c8-4e40-a6db-679863fe1579,어플을 설치했는데 계속 오류가 나면서 실행 안되네요,1,2/15/2023 6:58,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
현재 발생되신 오류가 웹화면에서 로딩이 반복되는 채로 앱이 실행되지 않은 오류일 경우 아래 내용을 참조 바랍니다.
현재 해당 오류와 유사한 여러 케이스를 확인하였을 때 '디지로카'(롯데카드 어플)의 최근 업데이트와 연관되어 있을 것으로 판단하고 있습니다.(5.2.11 버전으로 업데이트)
따라서 플레이스토어 접속 하시어 '디지로카' 어플을 5.2.11 버전으로 업데이트 하시거나 혹은 '디지로카' 어플을 제거하시면 더헬스를 정상적으로 사용이 가능하십니다.
향후 유사한 오류가 발생하지 않게 더욱 신뢰성 높은 더헬스가 되도록 노력하겠습니다.

감사합니다.",2/23/2023 1:36
c95d1406-088c-425c-a0d2-0b0a5db4f8b6,아니 초기페이지에서 안넘어가요..,1,2/14/2023 13:25,"안녕하세요. 더헬스 입니다.

더헬스 이용에 불편을 드려 죄송합니다.
정확한 조치를 위하여 현재 불편사항에 대해 화면 캡쳐 등 상세 설명을 포함하여
healthcare.sli@partner.samsung.com 으로 메일 주시면 확인 후 빠르게 조치 드리겠습니다.
앞으로 고객님의 건강관리를 위해 더 나은 서비스를 제공하기 위해 노력하겠습니다.

감사합니다.",2/15/2023 5:19
180c157b-4008-4f72-8e3b-07bfc5650a7b,좋네요 :),5,2/9/2023 1:51,"안녕하세요. 더헬스 입니다.
더헬스를 이용해 주셔서 감사합니다.
앞으로도 고객님의 건강관리를 위한 최상의 서비스를 제공하기 위해 노력하겠습니다.
감사합니다.",2/9/2023 1:55
af773418-738e-4c0e-abae-2328b862832a,앱 실행 -> 메인 홈 까지 로딩이 많이 걸립니다,3,12/30/2022 21:11,,
7e47b779-61ae-4b56-a460-4e10f9e6c651,좋네요,5,12/25/2022 11:53,,
6f427792-b285-4b2a-8b63-48c202e7f824,좋아요~,5,12/11/2022 11:49,,
b8a8de21-bcf1-4235-b2c0-e594032ef24a,하하 경고라고 떠서 안햐 뭐 삼성?이런것까지?,1,12/9/2022 6:51,,
c9dba52d-a382-4b1c-9084-c4ac6b5e36b7,걷기챌린지 참가상은 왜 아직도 안와요? 언제 주는겁니까?,1,12/9/2022 5:20,,
4773caf4-2a3b-4553-83ce-0b00000f5c7b,좋아요,5,12/8/2022 13:11,,
3815dbad-af50-4cc7-b001-afb1ef855027,건강관리에 도움이 됨니다,5,12/8/2022 4:40,,
c5c90ac8-950e-49a0-808b-65b275ae8822,행복,5,12/7/2022 1:18,,
c44dbbf2-fcc1-4eac-922a-51e9d828f7b9,유료인가요?,3,12/3/2022 17:33,,
635210fb-9b94-48df-ae79-bf3fc62957e9,사용하기 좋아요,5,12/3/2022 14:09,,
ae6821d1-dc5f-4c44-a205-154caf889e0f,"모션운동 정말 좋은데 제멋대로 해석하는경우가 많네요 ㅠㅜ 제가 올라가고 움직이는걸 파악해서 측정되는건 정말 참신하고 획기적인데 (퍼펙트,굳,미스 등등 으로 나누어 내가 그 자세를 얼마나 완벽하게 취하는지 알려줄수있는것도 정말 좋아요. ) 하지만 모션 프로그램이 자기멋대로 해석하는 경우가 많네요 ㅠㅜ 제대로 또는 강사분보다 더 열심히 했음에도 불구하고 인식을 못해서 다리를 조금더 올려봐요~ 다리를 수그려주세요~~하면서 계속 미스나고 같은운동을 반복하게 하는게 조금 짜증이 납니다. 강사분보다 열심히 했음에도 불구하고 연속된 미스로 최종점수가 낮게 나오는것도 억울하네요 ㅜ 모션 프로그램을 더 자세히 짰으몀 어떨까하는 아쉬움이있습니다. 어떨땐 인식 정말잘되고 어떨땐 정말 안돼요 그래도 감사합니다 이런앱을 무료로 사용하게 해주셔서 자주 애용할것같네요 (11/26)오류 빈도가 더 잦아졌어요 운동중 절반 정도가 멈추네요 그냥 강사님 행동자체가 멈춰서 다음 운동으로 안놈어갑니다 강제로 클릭해야됨",3,11/26/2022 12:49,,
2054b254-5a6f-48ae-89ae-3b8eb6c91a4c,더핼스 응원합니다,5,11/26/2022 1:07,,
81abd82f-0f1f-4171-9a4a-1adbb60161c8,대중화.다중화필요,5,11/24/2022 14:29,,
05bffb8c-a69f-48a3-b591-b21a255ae04b,탈퇴가 되지 않습니다,1,11/20/2022 5:47,,
ad71a36e-efea-4d68-970c-d7335dfff2ed,"운동을 완료해도 그만두기 처리가 되는데요, 야간 형광등 아래에서 인식도 잘안되고 챌린지에 운동 시간 인정도 안되는군요. 이래선 운동 의욕이 더 떨어집니다.",2,11/13/2022 13:40,,
78e3cd96-12d7-4f3c-8292-ecb75c8d7c2f,좋아요,5,11/8/2022 1:02,,
0b2512b9-cb8e-44c2-af6c-0d7735a56a65,10월 한달 동안 매일 만보 걷기 챌린지 하고 있었는데 10월31일 걷기 정보가 챌린지에 적용되지 않고 끝나버렸습니다. 걷기 메뉴에는 2만보 이상 찍혀있는데 챌린지에는 표시갗안되네요. 오류로 인해 챌린지 실패각입니다.,1,11/1/2022 21:38,,
a8db963d-460f-4205-986d-f982e49f290d,만 14세 미만이라고 뜨네요.. 아닌데요ㅜㅜㅜ,1,10/29/2022 4:38,,
9f109b86-aa89-40fe-858b-2a442f09edea,만14세인데 만14세미만은 안된다면서 계속뜨네요,1,10/28/2022 15:00,,
897b2cb9-ecf8-4717-b4bb-8000de4fa80d,우와 개인정보 저장하는 앱이다잉,1,10/28/2022 2:34,,
0daa2ac0-4c10-4a9a-9c6e-73b8d400a5ee,정말좋아요 굿,4,10/27/2022 13:05,,
3077cccd-0a4d-4e0e-9853-d77a97387a94,08 2월생이면 만 14세잖아요 왜 자꾸 안된대,1,10/24/2022 15:21,,
6742f4ad-60a7-4a23-9ce0-b4d248607298,알겟다 진짜 잘,3,10/16/2022 7:53,,
fbaea801-6437-4269-adc6-fe47c141c3d4,만 14세 이상이잖아 샹,1,10/14/2022 23:39,,
464c567b-d50e-42bf-8bfe-79d2eac4d837,지인한테 사용해 보라는 추천이 있어 해보는데 08년생에 생일은 이미 지나 만14세가 되어도 가입이 안된다고 뜨네요,2,10/14/2022 13:15,,
229dbfb3-f5ec-4814-bd77-6dd5c49a6619,건강도 챙기고 좋아요,5,10/12/2022 8:47,,
9dce9da9-540c-4fc4-b142-e5cfc8217f3c,이름 전화번호 통신사 주민번호 다 정확히 적었는데 F100: 응답 정보를 불러올 수 없습니다.만 계속 뜨네요 쓰레기어플,1,10/10/2022 17:28,,
02ed9864-98a3-49cf-bc2b-ab197d2158a7,앱 시작 후 로그인을 하려고 하는데 08년 3월생인 제가 만 14세 미만이라 가입이 불가하다고 뜨네요 이하였다면 이해가 가능했을 텐데 미만이라고 해서 놀랐습니다,1,10/8/2022 7:44,,
b60af5fa-aef8-4165-a66b-099cc4f98a15,정말 죄송한데 만 14세 이상에 생일도 지난 상태인데 만 14세 미만이라며 아예 들어가지도 못 하게 하는 건 대체 뭔가요..?;,1,10/7/2022 7:38,,
9e52c464-fd83-4dd3-bd42-0bfd07e3dd70,회원가입하려고 하는데 비밀번호 설정에서 자꾸 Error(500)internal Server Error 이란 문구가 뜨면서 회원가입이 안됩니다.,1,10/6/2022 14:25,,
dfaa0b2b-5ce5-4b83-9b74-dd458fe052a4,엊그제 이후로 만 14세가 되었는데 만14세 미만은 가입 불가하다고 뜨네요;;,1,10/6/2022 14:05,,
829f7052-2200-4a6f-bb0f-94d1e1bbb4fe,처음접합니다. 좋은데요?,4,10/6/2022 9:54,,
cb9e5ad0-e483-42f9-be85-9e693631405f,앱설치가 안되고 제거가 바로 뜨네요.,1,9/30/2022 8:47,,
1e5d22f8-7a19-4741-86c1-c5e201545810,리워드 먹튀임.,1,9/25/2022 13:01,,
f001273c-ca99-4082-9bcc-0a0d02f21e7f,이어플좋아요,5,9/23/2022 20:08,,
c8305888-911a-4bb5-89e4-7d2fc3bad35f,이 앱이 있어 운동을 하게됩니다,5,9/23/2022 9:02,,
ee18e1f8-ae04-4532-b491-b6c30af4ff34,여기에 삼성헬스에 있는 기능은 나만의 식사를 추가 해달라고 리뷰를 남겼는데 거기 내용에 사진을 저장해놓고 불러오는것도 콩3쪽 마늘 3쪽이면 불편하다고했는데 개발자라는 사람이 사진 저장해놓고 불러오라고 하네 여기 개발자들은 말이 안통하는 사람인가 아님 글을 제대로 못읽는 문맹인가 아님 고객의 의견을 개무시하는사람들인가 아님 로보트인가? 사람이 댓글을 단거 같은데 챗봇이나 할 답변을 하고있네 리뷰 삭제하고 다시 올립니다. 어이가 없는 답변에 댓글을 달수가 없어서 나름 대기업이라는곳에서 만들었다는데 뭐지?,1,9/19/2022 5:14,,
ed4d3f18-21bd-4b82-a569-9a979f28ffd2,점검 언제까지 해요? 시간 지났는데,4,9/18/2022 10:18,"안녕하세요, 더헬스 입니다.

지난 9/18(일) 서비스 안정화를 위한 점검 작업이 정상적으로 완료 되었습니다.
앱 실행 시 점검 페이지로 계속 이동될 경우, 앱 캐시를 삭제해주시면 정상 이용이 가능합니다.

※ 앱 캐시 삭제 방법
1. 바탕화면에서 '더헬스' 앱 아이콘을 길게 클릭하여 ' i ' 버튼 클릭
2. '저장공간' 을 클릭하여 '캐시 삭제' 후 앱 재접속

감사합니다.",9/19/2022 5:09
b1bf0c3e-f022-4f84-98cb-870948d4bde3,오늘 산행하고 챌린지하려는데 갑자기 업데이트한다고 접속을 못하게 했네요.? 9.17.(토) 더헬스 앱 접속했을때 어플 최적화한다는 사전 안내라도 있었으면 일요일에 산에 안 갔죠.. 집 앞 동산도 아니고 주말에 일부러 시간내서 100대 명산 찾아간건데 갑자기 접속 못하게 하면 어떡합니까?! 일시 나오게 사진찍은거 있습니다. 산행으로 반영해주세요,1,9/18/2022 9:22,"안녕하세요, 더헬스 입니다.

지난 일요일에 있었던 시스템 작업 관련하여 공지사항을 통해 사전안내를 드렸으나,
전달에 있어 미흡한 점이 있었습니다.
서비스 이용에 불편을 드려 죄송하다는 말씀을 드리며,
9/18(일) 산행대회 챌린지 관련해서는 추후 인증을 통해 소급적용할 수 있도록
조치드릴 예정이오니 참고 부탁 드리겠습니다.

감사합니다.",9/19/2022 6:53
e1b5d761-1784-4ffa-9f6d-8bd09abba164,아주 유용하고 좋아요,4,9/9/2022 1:47,,
441a194d-a69e-4ff3-a0b0-704e04e6d924,편리해요,5,9/8/2022 21:39,,
5d59c864-ecfb-4b33-9199-bcb3f6cf46e2,"설치 후 해당 어플에 대한 모든 권한 허용하였으나 초기 페이지(필요한 권한 허용)에서 다음 단계로 안 넘어 갑니다. 몇번이나 재설치 후 권한 허용 재설정, 저장공간을 비우기, 캐시삭제을 해봐도 실행이 되지 않으니 도대체 뭐가 문제인가요??? 9월 8일 리뷰수정 담당자분 한테 메일을 3번이나 보냈는데 회신이 없으시네요. 답변 좀 주시죠 .",1,9/8/2022 13:13,"안녕하세요, 더헬스 입니다.

서비스 이용에 불편을 드려 죄송합니다.
문의주신 사항 관련하여 담당자를 통해 현상 확인 후 조치 지원드릴 수 있도록 하겠습니다.

감사합니다.",9/19/2022 7:00
